food_item,calories,protein,fat,carbohydrates,price,label
Apple,51.911853087316786,0.2994914601191353,0.1996609734127569,13.976268138892982,1.2428770773564337,normal
Greek Yogurt,83.40871641512116,8.340871641512116,1.6681743283024233,2.502261492453635,2.0790134761443246,normal
Broccoli,64.34939581696499,4.328959354959463,0.7019934089123453,13.10387696636378,2.7323334992683206,normal
Lentils,194.75488946985587,15.24168700198872,0.8467603889993733,33.87041555997493,1.6524541490799038,stunted
Broccoli,58.30000575696628,3.9220003872868223,0.6360000628032685,11.872001172327678,2.788756834562298,stunted
Spinach,24.88867123117931,3.138136807409565,0.43284645619442275,3.8956181057498047,2.362531654203071,stunted
Apple,56.4498796451384,0.32567238256810616,0.2171149217120708,15.198044519844956,1.451779760859818,normal
Almonds,6.906368866843555,0.29598723715043807,0.5919744743008761,0.5919744743008761,1.6759098019574767,stunted
Greek Yogurt,114.87835961016137,11.487835961016138,2.2975671922032275,3.446350788304841,2.2185175609344783,stunted
Brown Rice,251.15701185043628,5.840860740707821,1.8690754370265026,52.56774666637038,1.6426689303183781,stunted
Salmon,232.80344891960405,24.86250425354995,14.691479786188605,0.0,5.1684544036853115,stunted
Chicken Breast,169.9815577343494,31.935929028877766,3.7086885323858048,0.0,3.346263155675931,normal
Chicken Breast,162.51030789561509,30.532239665236776,3.5456794449952387,0.0,3.30291313317525,normal
Lentils,238.24444368661614,18.645217331996044,1.0358454073331136,41.43381629332454,1.4708517823656624,normal
Apple,58.17356289367086,0.33561670900194723,0.22374447266796485,15.66211308675754,1.4219964886977934,stunted
Spinach,20.000364023302023,2.5217850290250374,0.34783241779655694,3.1304917601690123,2.117636729468191,normal
Lentils,228.483958023513,17.881353236622758,0.9934085131457087,39.736340525828346,1.3980838746508935,stunted
Almonds,6.801041843035183,0.29147322184436497,0.5829464436887299,0.5829464436887299,1.3300189758233096,normal
Greek Yogurt,114.20719664703105,11.420719664703105,2.284143932940621,3.4262158994109315,2.292221952726976,stunted
Banana,121.3659306078831,1.5026258075261718,0.3467598017368088,31.208382156312798,0.6837883835351402,stunted
Greek Yogurt,87.53045559191386,8.753045559191387,1.7506091118382774,2.625913667757416,2.0794419543717098,stunted
Almonds,6.82737288940421,0.2926016952601804,0.5852033905203609,0.5852033905203609,1.479421032565916,normal
Banana,107.53755466245707,1.3314173434399448,0.30725015617844875,27.65251405606039,0.6245117979960255,stunted
Lentils,231.3893318147667,18.108730315938264,1.0060405731076814,40.24162292430725,1.3003487660099018,stunted
Apple,49.72239736168321,0.28685998477894153,0.19123998985262772,13.386799289683939,1.3837053971721867,normal
Almonds,8.115729670116,0.34781698586211424,0.6956339717242285,0.6956339717242285,1.6021407886733445,stunted
Chicken Breast,158.09607790879875,29.702899485895525,3.449368972555609,0.0,3.461035200300325,normal
Almonds,6.263652823394983,0.268442263859785,0.53688452771957,0.53688452771957,1.3752303257305434,stunted
Almonds,7.072317581666907,0.30309932492858166,0.6061986498571633,0.6061986498571633,1.575781811701714,normal
Lentils,235.74699689721817,18.4497649745649,1.0249869430313834,40.99947772125533,1.3196047292749726,stunted
Broccoli,57.92296177586112,3.8966356103761117,0.6318868557366667,11.795221307084445,2.658977199738046,stunted
Salmon,194.0489355013124,20.72367272344113,12.245806609306122,0.0,5.331079967546003,normal
Banana,88.1884890771694,1.0918574838125734,0.2519671116490554,22.677040048414987,0.9926491862725575,normal
Almonds,8.045656784120965,0.34481386217661275,0.6896277243532255,0.6896277243532255,1.4195055690665255,normal
Chicken Breast,147.13572621827325,27.643681895554366,3.2102340265805074,0.0,3.4896440529122605,normal
Broccoli,64.03247705750911,4.307639365686977,0.6985361133546447,13.039340782620036,2.9166072507753547,normal
Almonds,7.171836069621823,0.3073644029837924,0.6147288059675848,0.6147288059675848,1.4509755307071506,stunted
Greek Yogurt,113.3228277744113,11.33228277744113,2.266456555488226,3.399684833232339,2.1866280273423695,stunted
Apple,54.15336458482945,0.3124232572201699,0.20828217148011327,14.579752003607927,1.1362618191594132,normal
Lentils,242.47724825030772,18.97648029785017,1.0542489054361206,42.16995621744482,1.6261354911044155,stunted
Apple,62.051677960300836,0.35799044977096633,0.2386602998473109,16.706220989311763,1.231604334276979,stunted
Banana,117.20641444382578,1.4511270359711763,0.3348754698395022,30.1387922855552,0.8059658492726871,normal
Almonds,7.095589504350203,0.3040966930435801,0.6081933860871602,0.6081933860871602,1.5448981773094683,stunted
Broccoli,64.85909014359389,4.363247882387225,0.7075537106573878,13.207669265604572,2.985236645538534,normal
Salmon,169.78296399792856,18.132161203662275,10.71445889307316,0.0,5.366284287636412,normal
Greek Yogurt,91.48557587699459,9.14855758769946,1.8297115175398917,2.7445672763098377,2.243280782574076,normal
Broccoli,61.392521039996865,4.13004232450888,0.6697365931636021,12.501749739053906,2.6027142938312213,stunted
Brown Rice,254.9289823803883,5.9285809855904255,1.8971459153889363,53.35722887031383,1.919585965389734,normal
Banana,94.38273268290774,1.1685481189312388,0.26966495052259354,24.269845547033423,0.7870063402322592,stunted
Lentils,249.75846383398232,19.546314560920354,1.0859063644955753,43.436254579823014,1.6942175012576544,stunted
Lentils,202.40158918168493,15.840124370740561,0.8800069094855867,35.20027637942347,1.6987713178314086,stunted
Banana,89.06011922611252,1.1026490951804409,0.2544574835031786,22.901173515286075,0.9616400758645595,stunted
Brown Rice,245.3177116316668,5.705063061201554,1.8256201795844973,51.34556755081399,1.8476742500539136,normal
Salmon,206.59632077823534,22.063684743306684,13.037631893772133,0.0,5.355609888386106,normal
Almonds,7.323186640545895,0.3138508560233955,0.627701712046791,0.627701712046791,1.5420999332066985,normal
Banana,92.69322755707006,1.1476304364208674,0.26483779302020016,23.835401371818016,0.9188035304643355,normal
Brown Rice,227.45984942533607,5.289763940124095,1.6927244608397105,47.607875461116855,1.6997786192195676,stunted
Almonds,7.146716144317558,0.30628783475646676,0.6125756695129335,0.6125756695129335,1.5937551913530457,normal
Chicken Breast,143.08575471474333,26.882778158527532,3.1218710119580364,0.0,3.200416724710682,stunted
Salmon,205.37771781308075,21.933542679066875,12.960729764903155,0.0,5.324672966777641,normal
Lentils,195.69043972088556,15.314903978156261,0.850827998786459,34.03311995145836,1.4877259281909516,normal
Lentils,197.13191757696893,15.427715288632351,0.8570952938129084,34.283811752516336,1.3200165921113052,normal
Salmon,229.43113245720917,24.502353951740787,14.478663698755918,0.0,5.184980008730465,stunted
Apple,54.67069575414287,0.315407860120055,0.21027190674670335,14.719033472269233,1.3412257612326146,stunted
Greek Yogurt,93.7990504313954,9.37990504313954,1.875981008627908,2.813971512941862,2.0969605594047835,normal
Chicken Breast,163.78352786378196,30.771450689559032,3.5734587897552426,0.0,3.188890569162657,normal
Almonds,6.990920423973739,0.2996108753131602,0.5992217506263204,0.5992217506263204,1.5890980262703032,stunted
Banana,105.15444058858807,1.3019121215729952,0.30044125882453737,27.03971329420836,0.9017481188359017,normal
Spinach,19.159712172552965,2.415789795669722,0.3332123856096168,2.998911470486551,2.359459778767436,stunted
Chicken Breast,188.1122095467579,35.34229391484543,4.104266390111082,0.0,3.438743080531456,stunted
Lentils,268.1341756409063,20.98441374581006,1.1658007636561143,46.63203054624457,1.6418636709931471,stunted
Brown Rice,244.82485540877167,5.693601288576086,1.8219524123443476,51.24241159718477,1.8864462212702784,stunted
Salmon,178.30542816275184,19.04232727951719,11.252284301532884,0.0,5.402875995975389,stunted
Brown Rice,255.41597017384163,5.939906283112596,1.9007700105960308,53.45915654801336,1.68349330961103,normal
Apple,48.38136033809571,0.2791232327197829,0.18608215514652196,13.025750860256537,1.1103316932610068,normal
Salmon,246.1016001575538,26.282695162457202,15.530683505088346,0.0,5.399682384411497,stunted
Almonds,6.242675436387897,0.2675432329880527,0.5350864659761054,0.5350864659761054,1.414109134341684,normal
Apple,45.88124487714907,0.26469948967586004,0.17646632645057336,12.352642851540136,1.1006368373096773,stunted
Brown Rice,214.75488232608134,4.9942995889786355,1.5981758684731635,44.94869630080772,1.6027215087598048,normal
Almonds,6.987717892625408,0.2994736239696603,0.5989472479393206,0.5989472479393206,1.3869339394653957,normal
Greek Yogurt,114.32267519543686,11.432267519543686,2.2864535039087373,3.429680255863106,2.1602661999200556,normal
Lentils,238.77114600344046,18.686437513312733,1.038135417406263,41.52541669625052,1.3456439117329986,normal
Brown Rice,248.43174900704128,5.777482535047471,1.8487944112151908,51.99734281542724,1.9667763152170443,normal
Broccoli,53.34713793515555,3.5888074610922827,0.5819687774744242,10.863417179522585,2.8166474213063184,stunted
Lentils,256.67677551298686,20.087747648842452,1.1159859804912473,44.639439219649894,1.3896510547862033,stunted
Almonds,6.682165930832261,0.2863785398928112,0.5727570797856224,0.5727570797856224,1.6789060074654247,normal
Broccoli,61.317368953401534,4.124986638683376,0.6689167522189258,12.486446041419947,2.899541099569084,normal
Apple,52.84276969714741,0.30486213286815816,0.20324142191210545,14.22689953384738,1.3345576058756856,normal
Chicken Breast,133.24228260229418,25.033398549521937,2.9071043476864187,0.0,3.457651765993844,stunted
Greek Yogurt,106.06373579254664,10.606373579254665,2.121274715850933,3.1819120737763993,2.173016706327388,normal
Greek Yogurt,112.98811388140535,11.298811388140535,2.259762277628107,3.3896434164421603,2.2974124503020636,normal
Almonds,7.623533887762605,0.32672288090411167,0.6534457618082233,0.6534457618082233,1.6050719393802317,normal
Lentils,261.6658631992349,20.478197989505336,1.1376776660836299,45.507106643345196,1.4409910311913536,stunted
Greek Yogurt,99.6116296813385,9.96116296813385,1.99223259362677,2.9883488904401547,2.27294074379514,normal
Brown Rice,246.14926585778892,5.724401531576486,1.8318084901044758,51.51961378418838,1.6517811831789322,stunted
Chicken Breast,153.4826804913443,28.83613997110105,3.3487130289020577,0.0,3.1999549403628422,normal
Greek Yogurt,83.85664095355318,8.385664095355319,1.6771328190710637,2.5156992286065956,2.161338311629674,normal
Brown Rice,243.91692126667553,5.672486541085478,1.815195693147353,51.0523788697693,1.6607027415787425,normal
Banana,112.07833315319127,1.3876365057061775,0.3202238090091179,28.82014281082061,0.7388039029999682,normal
Lentils,190.40582281879546,14.901325264079643,0.8278514035599802,33.11405614239921,1.5281370626369901,stunted
Chicken Breast,197.42264105245903,37.09152650076503,4.307403077508197,0.0,3.26671895210763,normal
Lentils,235.79003986613205,18.45313355474077,1.0251740863744871,41.006963454979484,1.4174312748087536,normal
Almonds,6.045626903062525,0.25909829584553673,0.5181965916910735,0.5181965916910735,1.394652963503214,normal
Broccoli,51.00697458718604,3.4313782904106973,0.5564397227693022,10.386874825026975,2.8225785866068236,stunted
Chicken Breast,156.348776423206,29.374618600723554,3.4112460310517676,0.0,3.4721012831316753,normal
Lentils,195.83350129162022,15.326100101083323,0.8514500056157401,34.05800022462961,1.55632143758333,normal
Banana,95.30280955883185,1.1799395469188707,0.2722937415966624,24.50643674369962,0.6892488071489867,stunted
Apple,47.18858810596084,0.27224185445746635,0.18149456963831093,12.704619874681764,1.4631565028057385,stunted
Banana,89.33713414372717,1.1060788036842413,0.25524895469636333,22.972405922672703,0.717825868683595,stunted
Salmon,218.4009250144155,23.32437063260748,13.782582646540783,0.0,5.289755943023588,stunted
Almonds,7.481021154820461,0.3206151923494483,0.6412303846988966,0.6412303846988966,1.3865997796329854,stunted
Spinach,22.190806206355493,2.7979712173230835,0.3859270644583564,3.4733435801252077,2.3344055616495973,stunted
Spinach,21.66529850047644,2.7317115500600724,0.3767878000082859,3.391090200074573,2.467506477119813,stunted
Brown Rice,233.23485440988264,5.4240663816251775,1.735701242120057,48.8165974346266,1.6713311933163175,normal
Broccoli,46.49000322604209,3.1275093079337406,0.5071636715568227,9.467055202394025,2.636981480100237,stunted
Greek Yogurt,85.3963637315768,8.53963637315768,1.707927274631536,2.561890911947304,2.0006324603862997,normal
Broccoli,45.33581477801006,3.04986390324795,0.4945725248510189,9.232020463885686,2.6695205801264095,stunted
Brown Rice,172.5615100867259,4.013058374109904,1.2841786797151693,36.117525366989135,1.621591951310823,normal
Apple,51.51883774680193,0.29722406392385725,0.1981493759492382,13.870456316446672,1.1580968598837833,normal
Almonds,8.194404834808518,0.35118877863465076,0.7023775572693015,0.7023775572693015,1.3679225997586588,stunted
Lentils,217.1672674740782,16.99569919362351,0.9442055107568617,37.76822043027447,1.5340176061626054,stunted
Almonds,7.056173897685358,0.3024074527579439,0.6048149055158878,0.6048149055158878,1.6557864127390522,stunted
Greek Yogurt,113.3516121311938,11.335161213119381,2.267032242623876,3.400548363935814,2.1259693987049104,normal
Brown Rice,199.40596796422406,4.6373480921912575,1.4839513895012024,41.73613282972131,1.955414141598884,stunted
Banana,101.20371594713646,1.2529983879169277,0.28915347413467557,26.023812672120805,0.795318020187264,normal
Brown Rice,254.69298972966624,5.9230927844108425,1.8953896910114698,53.30783505969759,1.714049353904777,normal
Banana,120.17613382597179,1.4878949902263174,0.3433603823599194,30.902434412392747,0.9258923585833428,normal
Almonds,7.2623409119568265,0.3112431819410068,0.6224863638820136,0.6224863638820136,1.413214025658342,stunted
Salmon,219.22337473440925,23.412205068723317,13.834484813336505,0.0,5.148732252537832,normal
Brown Rice,207.9182849733041,4.835308952867537,1.547298864917612,43.51778057580784,1.810358381912382,stunted
Greek Yogurt,115.33714372535965,11.533714372535966,2.306742874507193,3.4601143117607895,2.2568687460296486,stunted
Brown Rice,195.22722216646457,4.540167957359642,1.4528537463550855,40.861511616236776,1.7304443632790363,stunted
Banana,88.24831476825402,1.0925981828450497,0.25213804219501146,22.692423797551033,0.6991660117764803,normal
Apple,47.728943467859345,0.2753592892376501,0.18357285949176672,12.85010016442367,1.157139251768613,stunted
Chicken Breast,139.97247162437384,26.297858305185386,3.0539448354408836,0.0,3.305337752973776,stunted
Lentils,198.774858803979,15.556293297702704,0.864238516539039,34.56954066156156,1.3619641906793878,stunted
Apple,58.84437779955224,0.3394867949974168,0.22632452999827787,15.84271709987945,1.2577460833462064,normal
Broccoli,47.07173010265501,3.1666436614513374,0.5135097829380546,9.585515948177019,2.736230727164128,normal
Spinach,24.40136161480196,3.0766934209967687,0.4243715063443819,3.819343557099437,2.1925665709610587,normal
Apple,52.88079325813972,0.30508149956619063,0.20338766637746045,14.23713664642223,1.14013936362789,normal
Chicken Breast,133.09472457792793,25.005675526762218,2.903884899882064,0.0,3.1058609759700357,stunted
Lentils,229.28358040136072,17.943932379236927,0.9968851321798292,39.87540528719317,1.5157328592269725,stunted
Spinach,20.373800409944444,2.568870486471256,0.35432696365120775,3.1889426728608696,2.4792124942774585,stunted
Banana,100.35301641627284,1.2424659175348065,0.2867229040464938,25.805061364184443,0.794551809594965,stunted
Banana,115.72787329587236,1.4328212884250864,0.3306510665596353,29.758595990367176,0.7177048390583631,normal
Broccoli,59.94985366627104,4.032990155730961,0.6539984036320476,12.207970201131555,2.6245729168483454,stunted
Greek Yogurt,94.46326788025753,9.446326788025752,1.8892653576051506,2.8338980364077258,1.9731117513305458,normal
Salmon,241.8442698937149,25.828028823600622,15.26201703212764,0.0,5.405176145016622,normal
Banana,116.88029152585855,1.447089323653487,0.3339436900738816,30.054932106649343,0.8748291729798163,normal
Banana,119.06831613055056,1.4741791520925307,0.3401951889444302,30.617567004998715,0.9903485451076351,normal
Brown Rice,179.01040275936373,4.1630326223107845,1.332170439139451,37.467293600797056,1.7496784197567548,stunted
Apple,47.13158351314829,0.27191298180662477,0.18127532120441653,12.689272484309157,1.248651423863522,normal
Salmon,225.8088112415787,24.115504113178307,14.250070612332637,0.0,5.233798225869173,stunted
Spinach,19.29282510436521,2.4325736001156133,0.33552739311939495,3.0197465380745547,2.104536119144672,normal
Salmon,191.8908312031437,20.49319556538428,12.109615561363437,0.0,5.134951387276579,normal
Banana,94.60936063691037,1.1713539888379378,0.27031245896260103,24.328121306634095,0.8609566937665059,normal
Apple,53.15599269662401,0.3066691886343693,0.2044461257562462,14.311228802937235,1.2112548040316622,stunted
Banana,94.40521543946043,1.1688264768695102,0.26972918696988696,24.275626827289827,0.8199310185397575,stunted
Apple,61.975913735032776,0.3575533484713429,0.2383688989808953,16.68582292866267,1.1410803559803042,normal
Spinach,22.04406377336449,2.779468910554653,0.3833750221454694,3.4503751993092244,2.12249320823022,stunted
Chicken Breast,161.2523621042988,30.29589833474705,3.5182333550028835,0.0,3.4363507203503554,stunted
Brown Rice,238.43625827463416,5.545029262200795,1.7744093639042544,49.90526335980715,1.62012062261864,normal
Apple,57.94005787838215,0.3342695646829739,0.22284637645531596,15.599246351872116,1.2137301482366203,stunted
Spinach,24.77061854788596,3.1232519038638817,0.4307933660501906,3.8771402944517153,2.49162007169292,stunted
Broccoli,49.505412409135346,3.3303641075236508,0.5400590444632947,10.081102163314833,2.6620833292289228,normal
Broccoli,61.34844399964346,4.127077141794197,0.6692557527233831,12.492774050836484,2.994046789308289,normal
Chicken Breast,172.34303608236806,32.379600718505515,3.760211696342576,0.0,3.11896335213295,stunted
Banana,106.71827091634832,1.321273830392884,0.30490934547528087,27.44184109277528,0.9711143066003876,stunted
Chicken Breast,188.7945615440965,35.47049338101207,4.119154070053015,0.0,3.4814892140806477,stunted
Brown Rice,248.42450851528042,5.77731415151815,1.8487405284858078,51.995827363663345,1.8739722023945133,normal
Brown Rice,185.02899395073052,4.302999859319314,1.3769599549821807,38.72699873387383,1.9619318102000074,normal
Salmon,175.39971442324756,18.732008336463334,11.06891401700106,0.0,5.24014329392463,stunted
Spinach,20.305096437078777,2.5602078116316718,0.35313211194919614,3.1781890075427652,2.2519264252326963,stunted
Chicken Breast,193.15839124512885,36.29036441575148,4.21436489989372,0.0,3.3361024295553143,stunted
Spinach,23.266821218608147,2.933642675389723,0.40464036901927214,3.6417633211734493,2.1508276107784505,normal
Greek Yogurt,80.40524723592509,8.040524723592508,1.6081049447185016,2.4121574170777524,2.227741717549933,normal
Brown Rice,215.02745615661203,5.000638515270047,1.6002043248864153,45.00574663743043,1.8842861382388456,stunted
Banana,100.88780888817836,1.2490871576631606,0.28825088253765246,25.942579428388722,0.9813523142181706,stunted
Chicken Breast,194.67914029917148,36.57608090469282,4.247544879254651,0.0,3.4790884123047485,stunted
Almonds,8.175039270077628,0.3503588258604698,0.7007176517209396,0.7007176517209396,1.4021256940577267,stunted
Almonds,7.95749882749841,0.34103566403564617,0.6820713280712923,0.6820713280712923,1.682822398830846,stunted
Broccoli,60.23439552888392,4.052132062852191,0.6571024966787337,12.265913271336363,2.872038257088717,stunted
Almonds,5.852402473158006,0.2508172488496288,0.5016344976992576,0.5016344976992576,1.5178255177563589,normal
Greek Yogurt,89.4698862664988,8.946988626649881,1.7893977253299762,2.684096587994964,1.9522749964678914,normal
Lentils,238.39851444858894,18.657275043802613,1.0365152802112563,41.46061120845025,1.4392845945331225,stunted
Salmon,174.32263600328605,18.616980544040256,11.000943048751061,0.0,5.239559758123993,stunted
Banana,108.86753559491956,1.3478837740323375,0.31105010169977015,27.994509152979315,0.9652031758425366,normal
Apple,48.943166050111856,0.2823644195198761,0.1882429463465841,13.177006244260886,1.3214788449828627,normal
Lentils,210.74930685962312,16.49342401510094,0.9163013341722744,36.652053366890975,1.5506277798176495,stunted
Chicken Breast,135.2175670861082,25.40451260405669,2.950201463696906,0.0,3.1613728930374485,normal
Brown Rice,212.16133155996934,4.933984454883008,1.5788750255625628,44.40586009394707,1.9142505167872519,normal
Greek Yogurt,97.08358848735104,9.708358848735104,1.9416717697470207,2.912507654620531,2.2674089608508083,normal
Salmon,168.3583319034968,17.980016028528787,10.624554925948829,0.0,5.1861408711412516,stunted
Banana,111.22167761789447,1.3770302943167887,0.31777622176541276,28.59985995888715,0.7787709656340929,normal
Chicken Breast,159.31598191902108,29.932093572664566,3.4759850600513693,0.0,3.323732738180701,normal
Brown Rice,248.2989142919682,5.774393355627168,1.8478058738006937,51.96954020064451,1.7882200688984722,normal
Greek Yogurt,87.6454260045326,8.76454260045326,1.7529085200906518,2.6293627801359776,2.239384075793528,stunted
Almonds,7.860860835843856,0.33689403582187955,0.6737880716437591,0.6737880716437591,1.353866478671384,normal
Chicken Breast,172.02658583852013,32.320146430267414,3.7533073273858935,0.0,3.384964900149382,normal
Banana,108.7138418617382,1.3459808992405684,0.31061097674782345,27.954987907304112,0.8372991690063698,stunted
Greek Yogurt,102.27070642807605,10.227070642807606,2.045414128561521,3.0681211928422814,2.1937942458660746,stunted
Apple,48.61736444235797,0.28048479485975747,0.18698986323983835,13.089290426788683,1.15018465165308,stunted
Lentils,262.1015576354354,20.51229581494712,1.1395719897192844,45.58287958877138,1.3058154788576386,normal
Spinach,26.3815905835371,3.326374464880765,0.45881027101803656,4.129292439162329,2.212905864740224,normal
Chicken Breast,170.98798010831766,32.12501444459301,3.730646838726931,0.0,3.382368688252593,normal
Lentils,212.00738039860758,16.591881944238853,0.9217712191243808,36.87084876497523,1.4507267652853482,stunted
Apple,45.13147879862437,0.2603739161459098,0.17358261076393988,12.150782753475792,1.1875780502622628,normal
Apple,52.5940946954818,0.3034274693970104,0.20228497959800695,14.159948571860486,1.2261187282972834,stunted
Brown Rice,204.04655419046452,4.745268702103826,1.5184859846732244,42.70741831893443,1.8114679561853664,stunted
Chicken Breast,171.7410075669185,32.26649233075439,3.7470765287327676,0.0,3.3229629010933177,stunted
Salmon,229.35689159162686,24.494425315610634,14.473978595588104,0.0,5.100332635696161,normal
Banana,96.00605761897255,1.1886464276634696,0.27430302176849297,24.68727195916437,0.8291286061877172,normal
Greek Yogurt,93.16368901482272,9.316368901482273,1.8632737802964545,2.7949106704446818,1.9577554612126118,stunted
Greek Yogurt,109.94399780495866,10.994399780495865,2.198879956099173,3.2983199341487595,2.014040295147316,normal
Almonds,6.818985169925718,0.29224222156824503,0.5844844431364901,0.5844844431364901,1.646455893207739,normal
Chicken Breast,153.11577299133845,28.767205834736316,3.3407077743564755,0.0,3.475444535068465,stunted
Brown Rice,215.7479130513444,5.017393326775451,1.6055658645681445,45.15653994097906,1.986389011967141,normal
Salmon,179.25680405169678,19.143930529792858,11.312322585786688,0.0,5.357082614682038,stunted
Greek Yogurt,87.49009553555562,8.749009553555563,1.7498019107111125,2.6247028660666687,2.240366802839284,normal
Broccoli,44.28830279465197,2.979394915276587,0.48314512139620325,9.018708932729128,2.981504706296954,stunted
Greek Yogurt,96.95647363713562,9.695647363713562,1.9391294727427122,2.9086942091140684,2.0017719587444627,stunted
Greek Yogurt,80.38969902607977,8.038969902607978,1.6077939805215955,2.4116909707823933,1.947767637706042,normal
Apple,51.31097650537504,0.2960248644540867,0.19734990963605784,13.814493674524048,1.2413809763557302,stunted
Lentils,224.36443718801328,17.558955953844517,0.9754975529913621,39.01990211965448,1.4827605764770677,stunted
Brown Rice,236.38162859986062,5.497247176740945,1.7591190965571024,49.4752245906685,1.7084045936037349,stunted
Chicken Breast,172.66221117963664,32.43956694890143,3.767175516646618,0.0,3.3971593310934916,stunted
Banana,124.99932794879479,1.5476107269850783,0.3571409369965565,32.142684329690084,0.8929635980825543,normal
Spinach,22.948896345712914,2.8935564957638022,0.39911124079500726,3.592001167155065,2.3115651119460754,normal
Salmon,210.07218522130833,22.434893567324192,13.25698256250975,0.0,5.364938275929381,stunted
Lentils,203.0942188008417,15.894330167022394,0.8830183426123552,35.32073370449421,1.624985581479291,stunted
Salmon,169.25210112139368,18.07546711005175,10.680957837757854,0.0,5.394318612014153,stunted
Apple,45.57936055706113,0.26295784936766037,0.17530523291177358,12.27136630382415,1.2456183118886375,normal
Spinach,21.002619854675245,2.6481564164590523,0.3652629539943521,3.2873665859491688,2.2912107314815735,stunted
Greek Yogurt,80.91809516987081,8.09180951698708,1.6183619033974161,2.4275428550961244,2.1395154454338083,normal
Banana,121.78264586496836,1.5077851392805606,0.34795041675705246,31.31553750813472,0.6820371884551173,normal
Salmon,165.81136561122514,17.708009919645402,10.463824043426829,0.0,5.443832488865388,stunted
Lentils,199.4659973907133,15.610382404490608,0.8672434669161448,34.689738676645796,1.699872363775683,stunted
Banana,114.57473986023314,1.4185443982695531,0.3273563996006661,29.46207596405995,0.960504065850326,normal
Almonds,7.438413161812232,0.3187891355062385,0.637578271012477,0.637578271012477,1.5014107633348655,stunted
Broccoli,55.374920837748995,3.7252219472667507,0.6040900455027163,11.276347516050704,2.6590092451043055,stunted
Chicken Breast,166.27775948459578,31.240063903166476,3.6278783887548167,0.0,3.4723362954348715,stunted
Broccoli,58.76548679286293,3.9533145660653246,0.6410780377403228,11.96679003781936,2.8824093559764137,stunted
Broccoli,45.91309071946691,3.088698830218683,0.5008700805760027,9.349574837418716,2.979952614922989,normal
Lentils,219.11726184567755,17.148307448792156,0.9526837471551197,38.10734988620479,1.3629844453923974,normal
Broccoli,60.034537685054154,4.0386870806309165,0.6549222292914999,12.225214946774663,2.8234768882434365,normal
Greek Yogurt,104.05291054388681,10.40529105438868,2.0810582108777362,3.1215873163166044,2.1015377540019737,stunted
Spinach,22.50061006566376,2.8370334430619524,0.3913149576637176,3.5218346189734584,2.3777368939826173,stunted
Greek Yogurt,96.26307802159405,9.626307802159406,1.9252615604318812,2.887892340647822,2.127456920957022,stunted
Broccoli,46.74094880551962,3.1443911014622294,0.5099012596965777,9.51815684766945,2.6271553861652137,normal
Salmon,185.97906836803188,19.861842252896608,11.736543149438903,0.0,5.3078614133396,normal
Almonds,6.03988418691106,0.2588521794390454,0.5177043588780909,0.5177043588780909,1.4233833547514325,normal
Almonds,6.227163782521227,0.2668784478223383,0.5337568956446767,0.5337568956446767,1.4567038661076197,stunted
